,descriptions,must_take,program_name,track,elective
biological chemistry,"['MAJOR', 'One appropriate 20000-level course in Biology (under the category Advanced-Level Courses)', 'One approved 30000-level biochemistry or chemistry course']","MATH 20000-20100,CHEM 20100,PHYS 12100-12200-12300,CHEM 26100-26200,CHEM 26700,BIOS 20200,BIOS 21317",Biological Chemistry,biological chemistry,CHEM 26300
bs in applied mathematics,"['MAJOR', 'All three of the following courses:', 'Six courses that are not MATH courses but are either within the PSCD or from CPNS, at least three of which should be taken in a single department']",MATH 20250,Mathematics,bs in applied mathematics,CHEM 11300
bs in applied mathematics,"['MAJOR', 'All three of the following courses:', 'Six courses that are not MATH courses but are either within the PSCD or from CPNS, at least three of which should be taken in a single department']",MATH 20250,Mathematics,bs in applied mathematics,PHYS 12300
bs in applied mathematics,"['MAJOR', 'All three of the following courses:', 'Six courses that are not MATH courses but are either within the PSCD or from CPNS, at least three of which should be taken in a single department']",MATH 20250,Mathematics,bs in applied mathematics,MATH 16300
bs in applied mathematics,"['MAJOR', 'All three of the following courses:', 'Six courses that are not MATH courses but are either within the PSCD or from CPNS, at least three of which should be taken in a single department']",MATH 20250,Mathematics,bs in applied mathematics,MATH 15910
bs in applied mathematics,"['MAJOR', 'All three of the following courses:', 'Six courses that are not MATH courses but are either within the PSCD or from CPNS, at least three of which should be taken in a single department']",MATH 20250,Mathematics,bs in applied mathematics,MATH 20300-20400-20500
bs in applied mathematics,"['MAJOR', 'All three of the following courses:', 'Six courses that are not MATH courses but are either within the PSCD or from CPNS, at least three of which should be taken in a single department']",MATH 20250,Mathematics,bs in applied mathematics,MATH 20700-20800-20900
bs in applied mathematics,"['MAJOR', 'All three of the following courses:', 'Six courses that are not MATH courses but are either within the PSCD or from CPNS, at least three of which should be taken in a single department']",MATH 20250,Mathematics,bs in applied mathematics,MATH 21100
bs in applied mathematics,"['MAJOR', 'All three of the following courses:', 'Six courses that are not MATH courses but are either within the PSCD or from CPNS, at least three of which should be taken in a single department']",MATH 20250,Mathematics,bs in applied mathematics,MATH 21200
bs in applied mathematics,"['MAJOR', 'All three of the following courses:', 'Six courses that are not MATH courses but are either within the PSCD or from CPNS, at least three of which should be taken in a single department']",MATH 20250,Mathematics,bs in applied mathematics,MATH 25400
bs in applied mathematics,"['MAJOR', 'All three of the following courses:', 'Six courses that are not MATH courses but are either within the PSCD or from CPNS, at least three of which should be taken in a single department']",MATH 20250,Mathematics,bs in applied mathematics,MATH 25700
bs in applied mathematics,"['MAJOR', 'All three of the following courses:', 'Six courses that are not MATH courses but are either within the PSCD or from CPNS, at least three of which should be taken in a single department']",MATH 20250,Mathematics,bs in applied mathematics,MATH 27000
bs in applied mathematics,"['MAJOR', 'All three of the following courses:', 'Six courses that are not MATH courses but are either within the PSCD or from CPNS, at least three of which should be taken in a single department']",MATH 20250,Mathematics,bs in applied mathematics,MATH 27300
bs in applied mathematics,"['MAJOR', 'All three of the following courses:', 'Six courses that are not MATH courses but are either within the PSCD or from CPNS, at least three of which should be taken in a single department']",MATH 20250,Mathematics,bs in applied mathematics,MATH 27500
bs in chemistry,['MAJOR'],"MATH 20000-20100,PHYS 13100-13200-13300,CHEM 20100-20200,CHEM 23300,CHEM 26100-26200-26300,CHEM 26700",Chemistry,bs in chemistry,CHEM 11300
bs in chemistry,['MAJOR'],"MATH 20000-20100,PHYS 13100-13200-13300,CHEM 20100-20200,CHEM 23300,CHEM 26100-26200-26300,CHEM 26700",Chemistry,bs in chemistry,CHEM 12300
bs in chemistry,['MAJOR'],"MATH 20000-20100,PHYS 13100-13200-13300,CHEM 20100-20200,CHEM 23300,CHEM 26100-26200-26300,CHEM 26700",Chemistry,bs in chemistry,MATH 15300
bs in chemistry,['MAJOR'],"MATH 20000-20100,PHYS 13100-13200-13300,CHEM 20100-20200,CHEM 23300,CHEM 26100-26200-26300,CHEM 26700",Chemistry,bs in chemistry,MATH 16300
bs in chemistry,['MAJOR'],"MATH 20000-20100,PHYS 13100-13200-13300,CHEM 20100-20200,CHEM 23300,CHEM 26100-26200-26300,CHEM 26700",Chemistry,bs in chemistry,MATH 19620
bs in chemistry,['MAJOR'],"MATH 20000-20100,PHYS 13100-13200-13300,CHEM 20100-20200,CHEM 23300,CHEM 26100-26200-26300,CHEM 26700",Chemistry,bs in chemistry,MATH 13300
bs in chemistry,['MAJOR'],"MATH 20000-20100,PHYS 13100-13200-13300,CHEM 20100-20200,CHEM 23300,CHEM 26100-26200-26300,CHEM 26700",Chemistry,bs in chemistry,CHEM 22000-22100-22200
bs in chemistry,['MAJOR'],"MATH 20000-20100,PHYS 13100-13200-13300,CHEM 20100-20200,CHEM 23300,CHEM 26100-26200-26300,CHEM 26700",Chemistry,bs in chemistry,CHEM 23000-23100-23200
bs in chemistry,['MAJOR'],"MATH 20000-20100,PHYS 13100-13200-13300,CHEM 20100-20200,CHEM 23300,CHEM 26100-26200-26300,CHEM 26700",Chemistry,bs in chemistry,CHEM 22700
bs in chemistry,['MAJOR'],"MATH 20000-20100,PHYS 13100-13200-13300,CHEM 20100-20200,CHEM 23300,CHEM 26100-26200-26300,CHEM 26700",Chemistry,bs in chemistry,CHEM 26800
bs in environmental science,"['MAJOR', 'Eleven electives as follows:', 'Four courses designated ENSC or GEOS from List E-1: Physical and Biological Sciences', 'One course from List E-2: Social Sciences', 'Three courses from List E-3: Computational Sciences, of which one must be under the heading of Statistics', 'Three more courses from any of the elective lists, but only up to two of these may be from List E-2: Social Sciences']","ENSC 13300,ENSC 23800,ENSC 23900,ENSC 24400,CHEM 11300,CHEM 12300",Environmental Science,bs in environmental science,PHYS 12100
bs in environmental science,"['MAJOR', 'Eleven electives as follows:', 'Four courses designated ENSC or GEOS from List E-1: Physical and Biological Sciences', 'One course from List E-2: Social Sciences', 'Three courses from List E-3: Computational Sciences, of which one must be under the heading of Statistics', 'Three more courses from any of the elective lists, but only up to two of these may be from List E-2: Social Sciences']","ENSC 13300,ENSC 23800,ENSC 23900,ENSC 24400,CHEM 11300,CHEM 12300",Environmental Science,bs in environmental science,PHYS 13100
bs in environmental science,"['MAJOR', 'Eleven electives as follows:', 'Four courses designated ENSC or GEOS from List E-1: Physical and Biological Sciences', 'One course from List E-2: Social Sciences', 'Three courses from List E-3: Computational Sciences, of which one must be under the heading of Statistics', 'Three more courses from any of the elective lists, but only up to two of these may be from List E-2: Social Sciences']","ENSC 13300,ENSC 23800,ENSC 23900,ENSC 24400,CHEM 11300,CHEM 12300",Environmental Science,bs in environmental science,PHYS 14100
bs in environmental science,"['MAJOR', 'Eleven electives as follows:', 'Four courses designated ENSC or GEOS from List E-1: Physical and Biological Sciences', 'One course from List E-2: Social Sciences', 'Three courses from List E-3: Computational Sciences, of which one must be under the heading of Statistics', 'Three more courses from any of the elective lists, but only up to two of these may be from List E-2: Social Sciences']","ENSC 13300,ENSC 23800,ENSC 23900,ENSC 24400,CHEM 11300,CHEM 12300",Environmental Science,bs in environmental science,MATH 20000
bs in environmental science,"['MAJOR', 'Eleven electives as follows:', 'Four courses designated ENSC or GEOS from List E-1: Physical and Biological Sciences', 'One course from List E-2: Social Sciences', 'Three courses from List E-3: Computational Sciences, of which one must be under the heading of Statistics', 'Three more courses from any of the elective lists, but only up to two of these may be from List E-2: Social Sciences']","ENSC 13300,ENSC 23800,ENSC 23900,ENSC 24400,CHEM 11300,CHEM 12300",Environmental Science,bs in environmental science,MATH 20250
bs in environmental science,"['MAJOR', 'Eleven electives as follows:', 'Four courses designated ENSC or GEOS from List E-1: Physical and Biological Sciences', 'One course from List E-2: Social Sciences', 'Three courses from List E-3: Computational Sciences, of which one must be under the heading of Statistics', 'Three more courses from any of the elective lists, but only up to two of these may be from List E-2: Social Sciences']","ENSC 13300,ENSC 23800,ENSC 23900,ENSC 24400,CHEM 11300,CHEM 12300",Environmental Science,bs in environmental science,PHYS 22000
bs in environmental science,"['MAJOR', 'Eleven electives as follows:', 'Four courses designated ENSC or GEOS from List E-1: Physical and Biological Sciences', 'One course from List E-2: Social Sciences', 'Three courses from List E-3: Computational Sciences, of which one must be under the heading of Statistics', 'Three more courses from any of the elective lists, but only up to two of these may be from List E-2: Social Sciences']","ENSC 13300,ENSC 23800,ENSC 23900,ENSC 24400,CHEM 11300,CHEM 12300",Environmental Science,bs in environmental science,BIOS 20152
bs in environmental science,"['MAJOR', 'Eleven electives as follows:', 'Four courses designated ENSC or GEOS from List E-1: Physical and Biological Sciences', 'One course from List E-2: Social Sciences', 'Three courses from List E-3: Computational Sciences, of which one must be under the heading of Statistics', 'Three more courses from any of the elective lists, but only up to two of these may be from List E-2: Social Sciences']","ENSC 13300,ENSC 23800,ENSC 23900,ENSC 24400,CHEM 11300,CHEM 12300",Environmental Science,bs in environmental science,MATH 13300
bs in environmental science,"['MAJOR', 'Eleven electives as follows:', 'Four courses designated ENSC or GEOS from List E-1: Physical and Biological Sciences', 'One course from List E-2: Social Sciences', 'Three courses from List E-3: Computational Sciences, of which one must be under the heading of Statistics', 'Three more courses from any of the elective lists, but only up to two of these may be from List E-2: Social Sciences']","ENSC 13300,ENSC 23800,ENSC 23900,ENSC 24400,CHEM 11300,CHEM 12300",Environmental Science,bs in environmental science,MATH 15300
bs in environmental science,"['MAJOR', 'Eleven electives as follows:', 'Four courses designated ENSC or GEOS from List E-1: Physical and Biological Sciences', 'One course from List E-2: Social Sciences', 'Three courses from List E-3: Computational Sciences, of which one must be under the heading of Statistics', 'Three more courses from any of the elective lists, but only up to two of these may be from List E-2: Social Sciences']","ENSC 13300,ENSC 23800,ENSC 23900,ENSC 24400,CHEM 11300,CHEM 12300",Environmental Science,bs in environmental science,MATH 16300
bs in geophysical sciences,,"GEOS 21000,GEOS 21100,GEOS 21200,GEOS 21205,GEOS 28000,GEOS 28100,MATH 20000,PHYS 18500,PHYS 22500,STAT 23400",Geophysical Sciences,bs in geophysical sciences,No electives
bs in mathematics with specialization in economics,,"MATH 26200,MATH 26300,MATH 31700,MATH 31800,MATH 31900",Mathematics,bs in mathematics with specialization in economics,No electives
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,MATH 13300
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,MATH 15300
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,MATH 16300
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,MATH 20000
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,MATH 20500
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,MATH 20900
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,MATH 20100
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,MATH 27300
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,STAT 28200
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,STAT 24300
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,MATH 20250
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,STAT 24400
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,STAT 24410
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,STAT 24500
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,STAT 25100
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,STAT 25150
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,STAT 22400
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,STAT 34300
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,CMSC 12100-12200
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,CMSC 15100-15200
bs in statistics,"['MAJOR', 'Required course:', 'Three approved elective courses in Statistics', 'A coherent two-quarter sequence at the 20000 level in a field to which statistics can be applied']",check electives,Statistics,bs in statistics,CMSC 16100-16200
cinema and media studies,['Three courses numbered 20000 or above'],"CMST 10100,CMST 28500-28600",Cinema and Media Studies,cinema and media studies,No electives
comparative literature,"['6 primary field courses', '4 secondary field courses', '2 critical/intellectual methods courses']",CMLT 29801,Comparative Literature,comparative literature,No electives
computational and applied mathematics,['MAJOR'],"CMSC 27100,CMSC 27200,MATH 27300,STAT 24400-24500,STAT 28000",Computational and Applied Mathematics,computational and applied mathematics,MATH 16300
computational and applied mathematics,['MAJOR'],"CMSC 27100,CMSC 27200,MATH 27300,STAT 24400-24500,STAT 28000",Computational and Applied Mathematics,computational and applied mathematics,MATH 15910
computational and applied mathematics,['MAJOR'],"CMSC 27100,CMSC 27200,MATH 27300,STAT 24400-24500,STAT 28000",Computational and Applied Mathematics,computational and applied mathematics,MATH 20300-20400-20500
computational and applied mathematics,['MAJOR'],"CMSC 27100,CMSC 27200,MATH 27300,STAT 24400-24500,STAT 28000",Computational and Applied Mathematics,computational and applied mathematics,MATH 20700-20800-20900
computational and applied mathematics,['MAJOR'],"CMSC 27100,CMSC 27200,MATH 27300,STAT 24400-24500,STAT 28000",Computational and Applied Mathematics,computational and applied mathematics,STAT 24300
computational and applied mathematics,['MAJOR'],"CMSC 27100,CMSC 27200,MATH 27300,STAT 24400-24500,STAT 28000",Computational and Applied Mathematics,computational and applied mathematics,MATH 20250
computational and applied mathematics,['MAJOR'],"CMSC 27100,CMSC 27200,MATH 27300,STAT 24400-24500,STAT 28000",Computational and Applied Mathematics,computational and applied mathematics,CMSC 12100-12200
computational and applied mathematics,['MAJOR'],"CMSC 27100,CMSC 27200,MATH 27300,STAT 24400-24500,STAT 28000",Computational and Applied Mathematics,computational and applied mathematics,CMSC 15100-15200
computational and applied mathematics,['MAJOR'],"CMSC 27100,CMSC 27200,MATH 27300,STAT 24400-24500,STAT 28000",Computational and Applied Mathematics,computational and applied mathematics,CMSC 16100-16200
computational and applied mathematics,['MAJOR'],"CMSC 27100,CMSC 27200,MATH 27300,STAT 24400-24500,STAT 28000",Computational and Applied Mathematics,computational and applied mathematics,MATH 21100
computational and applied mathematics,['MAJOR'],"CMSC 27100,CMSC 27200,MATH 27300,STAT 24400-24500,STAT 28000",Computational and Applied Mathematics,computational and applied mathematics,MATH 21200
computational and applied mathematics,['MAJOR'],"CMSC 27100,CMSC 27200,MATH 27300,STAT 24400-24500,STAT 28000",Computational and Applied Mathematics,computational and applied mathematics,STAT 25100
computational and applied mathematics,['MAJOR'],"CMSC 27100,CMSC 27200,MATH 27300,STAT 24400-24500,STAT 28000",Computational and Applied Mathematics,computational and applied mathematics,STAT 25150
computational and applied mathematics,['MAJOR'],"CMSC 27100,CMSC 27200,MATH 27300,STAT 24400-24500,STAT 28000",Computational and Applied Mathematics,computational and applied mathematics,MATH 23500
east asian languages and civilizations,"['Three courses in a second-year East Asian language', 'Nine courses related to East Asia (three of which may be a further year of the same language, or a year of a second East Asian language, and three of which should be in one discipline)']",EALC 27105,East Asian Languages and Civilizations,east asian languages and civilizations,No electives
economics,['MAJOR'],"MATH 19520,MATH 20400,MATH 19620,MATH 20250,STAT 23400,STAT 24400",Economics,economics,MATH 13300
economics,['MAJOR'],"MATH 19520,MATH 20400,MATH 19620,MATH 20250,STAT 23400,STAT 24400",Economics,economics,MATH 15300
economics,['MAJOR'],"MATH 19520,MATH 20400,MATH 19620,MATH 20250,STAT 23400,STAT 24400",Economics,economics,MATH 16300
economics,['MAJOR'],"MATH 19520,MATH 20400,MATH 19620,MATH 20250,STAT 23400,STAT 24400",Economics,economics,ECON 20000-20100-20200
economics,['MAJOR'],"MATH 19520,MATH 20400,MATH 19620,MATH 20250,STAT 23400,STAT 24400",Economics,economics,ECON 20010-20110-20210
economics,['MAJOR'],"MATH 19520,MATH 20400,MATH 19620,MATH 20250,STAT 23400,STAT 24400",Economics,economics,MATH 20700
economics,['MAJOR'],"MATH 19520,MATH 20400,MATH 19620,MATH 20250,STAT 23400,STAT 24400",Economics,economics,STAT 24300
economics,['MAJOR'],"MATH 19520,MATH 20400,MATH 19620,MATH 20250,STAT 23400,STAT 24400",Economics,economics,MATH 20800
economics,['MAJOR'],"MATH 19520,MATH 20400,MATH 19620,MATH 20250,STAT 23400,STAT 24400",Economics,economics,STAT 24410
economics,['MAJOR'],"MATH 19520,MATH 20400,MATH 19620,MATH 20250,STAT 23400,STAT 24400",Economics,economics,ECON 21000
economics,['MAJOR'],"MATH 19520,MATH 20400,MATH 19620,MATH 20250,STAT 23400,STAT 24400",Economics,economics,ECON 20900
english language and literature,"['Two quarters of study at the second-year level in a language other than English', 'or credit for the equivalent as determined by petition', 'or two quarters of a computer language by permission of the Director of Undergraduate Studies', 'A total of 11 additional English courses is required to meet the distribution requirements of the major (one course may satisfy more than one requirement):', 'One English introduction to a genre course or ""Approaches to Theater"" course', 'One English course in fiction', 'One English course in poetry', 'One English course in drama', 'One English course in literature written before 1650', 'One English course in literature written between 1650 and 1830', 'One English course in literature written between 1830 and 1940', 'One English course in literary or critical theory', '1-7 English electives (may include ENGL\xa029900)', 'Cluster statement with five courses', 'BA Project (optional)']",check electives,English Language and Literature,english language and literature,ENGL 29900
environmental studies,"['Four courses in the thematic track of emphasis', 'Two courses in the supporting thematic track', 'Three courses in the environmental sciences chosen from an approved list']","ENST 21201,ENST 21301,STAT 22000,ENST 29801",Environmental Studies,environmental studies,No electives
fundamentals: issues and texts,"['The Introductory Sequence (the Gateway Course and a second FNDL course of choice)', 'Six Text/Author Courses', 'Four Supporting Courses', 'Third quarter of second-year foreign language']","FNDL 29901,FNDL 29902",Fundamentals: Issues and Texts,fundamentals: issues and texts,No electives
geographical studies,"['Eight additional geographical studies courses; up to three may be in approved related fields', 'BA thesis']","GEOG 20000,GEOG 28201,GEOG 29800",Geographical Studies,geographical studies,No electives
germanic studies,"['Second-Year German', 'Third-Year German: Any three of the following courses:', 'Two courses in literature or culture taken in German', 'Four courses in German literature and culture']",GRMN 29900,Germanic Studies,germanic studies,GRMN 20100-20200-20300
germanic studies,"['Second-Year German', 'Third-Year German: Any three of the following courses:', 'Two courses in literature or culture taken in German', 'Four courses in German literature and culture']",GRMN 29900,Germanic Studies,germanic studies,GRMN 21103
germanic studies,"['Second-Year German', 'Third-Year German: Any three of the following courses:', 'Two courses in literature or culture taken in German', 'Four courses in German literature and culture']",GRMN 29900,Germanic Studies,germanic studies,GRMN 21203
germanic studies,"['Second-Year German', 'Third-Year German: Any three of the following courses:', 'Two courses in literature or culture taken in German', 'Four courses in German literature and culture']",GRMN 29900,Germanic Studies,germanic studies,GRMN 21303
germanic studies,"['Second-Year German', 'Third-Year German: Any three of the following courses:', 'Two courses in literature or culture taken in German', 'Four courses in German literature and culture']",GRMN 29900,Germanic Studies,germanic studies,GRMN 21403
global studies,"['Five courses in a major thematic field', 'Three courses in a minor thematic field', 'One program elective']","GLST 23101-23102,GLST 29800,GLST 29801",Global Studies,global studies,No electives
history,"['Six courses in main field', 'One Junior Colloquium (HIST 29600s): May be in main field or an elective']",HIST 29801-29802,History,history,No electives
"history, philosophy, and social studies of science and medicine","['MAJOR', 'Three courses in science, social sciences, or mathematics beyond the introductory level', 'Five courses in an area of concentration', 'Two tutorials']","HIPS 29700,HIPS 29800,HIPS 29900,HIPS 29810","History, Philosophy, and Social Studies of Science and Medicine","history, philosophy, and social studies of science and medicine",No electives
interdisciplinary studies in the humanities,"['Six primary field courses', 'Three secondary field courses', 'Three supporting field courses', 'Two critical/intellectual methods courses']","ISHU 29802,ISHU 29900",Interdisciplinary Studies in the Humanities,interdisciplinary studies in the humanities,No electives
international studies,"['Two International Studies introductory courses', 'Two Thematic courses (one subfield)', 'Four Thematic courses (second subfield)', 'Three Regional Studies courses']","INST 29800,INST 29801",International Studies,international studies,INST 23101
international studies,"['Two International Studies introductory courses', 'Two Thematic courses (one subfield)', 'Four Thematic courses (second subfield)', 'Three Regional Studies courses']","INST 29800,INST 29801",International Studies,international studies,INST 23102
jewish studies,"['Three courses in Hebrew or other approved language as described in Language section', 'A total of nine courses from the following:', 'Four to six Jewish Civilization courses, at least two of which deal with the ancient or medieval periods (JWSC\xa020120–20199) and at least two of which deal with the modern period (JWSC 20220–20299). Jewish Studies majors may also earn three credits (ancient, medieval, and modern) through the Study Abroad program in Jerusalem.', 'Three to five elective courses among all JWSC course listings']",check electives,Jewish Studies,jewish studies,JWSC 20120
"law, letters, and society","['Two Letters courses (List II)', 'Two Society courses (List III)', 'Six Complementary courses']",LLSO 24200,"Law, Letters, and Society","law, letters, and society",No electives
linguistics,,"LING 20001,LING 20101,LING 20201,LING 20301",Linguistics,linguistics,No electives
major in molecular engineering -- biology track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- biology track,MATH 13300
major in molecular engineering -- biology track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- biology track,MATH 15300
major in molecular engineering -- biology track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- biology track,MATH 16300
major in molecular engineering -- biology track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- biology track,PHYS 22000
major in molecular engineering -- biology track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- biology track,PHYS 22100
major in molecular engineering -- biology track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- biology track,MATH 20500
major in molecular engineering -- biology track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- biology track,MATH 20900
major in molecular engineering -- chemical & soft materials track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- chemical & soft materials track,MATH 13300
major in molecular engineering -- chemical & soft materials track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- chemical & soft materials track,MATH 15300
major in molecular engineering -- chemical & soft materials track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- chemical & soft materials track,MATH 16300
major in molecular engineering -- chemical & soft materials track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- chemical & soft materials track,PHYS 22000
major in molecular engineering -- chemical & soft materials track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- chemical & soft materials track,PHYS 22100
major in molecular engineering -- chemical & soft materials track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- chemical & soft materials track,MATH 20500
major in molecular engineering -- chemical & soft materials track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- chemical & soft materials track,MATH 20900
major in molecular engineering -- quantum track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- quantum track,MATH 13300
